,train/losses/sft,train/losses/total,train/learning_rate,train/loss,train/ref_logps/rejected,train/ref_logps/chosen,train/rewards/chosen,train/rewards/margins,_step,train/grad_norm,train/logps/chosen,train/rewards/rejected,train/epoch,train/global_step,_runtime,_timestamp,train/losses/dpo,train/logps/rejected,train/rewards/accuracies
19,1.7870771884918213,0.6904975175857544,3.1249999999999997e-07,0.6923,-60.65580368041992,-50.703712463378906,-0.008890390396118164,0.00537033099681139,19,16.917972564697266,-50.83162307739258,-0.014260721392929554,0.06,20,497.863543614,1735668646.4946377,0.6904975175857544,-60.80125427246094,0.75
20,1.7248187065124512,0.6903917789459229,3.28125e-07,0.688,-48.687313079833984,-40.41521453857422,-0.012429249472916126,0.005541836842894554,20,14.682126998901367,-40.47915267944336,-0.017971087247133255,0.07,21,521.987484456,1735668670.609877,0.6903917789459229,-48.85633850097656,0.75
21,1.4032572507858276,0.6930932402610779,3.4375e-07,0.6929,-39.92351531982422,-32.843685150146484,-0.009570884518325329,0.00018348637968301773,21,13.295483589172363,-32.969749450683594,-0.009754370898008347,0.07,22,546.047536019,1735668694.681631,0.6930932402610779,-40.055885314941406,0.75
22,1.190051555633545,0.691508948802948,3.59375e-07,0.6897,-49.4135627746582,-31.98118019104004,-0.012682677246630192,0.003325795289129019,22,15.098677635192871,-32.05929183959961,-0.016008473932743073,0.07,23,570.271560858,1735668718.9038277,0.691508948802948,-49.561546325683594,0.5
23,1.4495220184326172,0.6853920221328735,3.75e-07,0.6916,-48.85931396484375,-44.404502868652344,-0.02894148789346218,0.015601587481796741,23,15.81946086883545,-44.605201721191406,-0.0445430725812912,0.08,24,594.599502,1735668743.2241383,0.6853920221328735,-49.09478759765625,0.75
24,1.6242879629135132,0.6930755972862244,3.9062499999999997e-07,0.691,-35.5381965637207,-29.233417510986328,-0.017564915120601654,0.00047744251787662506,24,12.834405899047852,-29.468717575073242,-0.01804235950112343,0.08,25,618.691531135,1735668767.3137379,0.6930755972862244,-35.81867980957031,0.75
25,1.9586362838745117,0.6898669004440308,4.0625e-07,0.6914,-48.77948760986328,-41.430938720703125,-0.022361373528838158,0.0066061969846487045,25,14.584461212158203,-41.68688201904297,-0.02896757237613201,0.08,26,642.979527833,1735668791.612876,0.6898669004440308,-49.07170104980469,0.75
26,1.3044371604919434,0.6871616840362549,4.21875e-07,0.6878,-50.26864242553711,-40.620506286621094,-0.03422503545880318,0.012541009113192558,26,14.887139320373535,-40.83575439453125,-0.046766042709350586,0.09,27,667.195553931,1735668815.820264,0.6871616840362549,-50.5921630859375,0.5
27,1.7269713878631592,0.6971068382263184,4.375e-07,0.6946,-43.04536819458008,-34.423667907714844,-0.028679251670837402,-0.007737708278000355,27,13.164525032043457,-34.75840759277344,-0.020941544324159622,0.09,28,691.57948045,1735668840.211523,0.6971068382263184,-43.352149963378906,0.25
28,1.6215234994888306,0.7010069489479065,4.53125e-07,0.6946,-47.86238098144531,-43.1827392578125,-0.05472221598029137,-0.01556377299129963,28,14.928364753723145,-43.6317138671875,-0.03915844112634659,0.09,29,716.031494087,1735668864.6618316,0.7010069489479065,-48.28343200683594,0.25
29,1.3799285888671875,0.687072217464447,4.6874999999999996e-07,0.687,-51.602413177490234,-36.626197814941406,-0.02922215685248375,0.012508438900113106,29,16.758005142211914,-36.97275924682617,-0.041730597615242004,0.1,30,740.18346945,1735668888.8165023,0.687072217464447,-52.07551193237305,0.75
30,1.890913724899292,0.7084356546401978,4.84375e-07,0.7005,-42.10478210449219,-41.00689697265625,-0.08160300552845001,-0.03025965392589569,30,14.500527381896973,-41.54332733154297,-0.051343344151973724,0.1,31,764.89952261,1735668913.524973,0.7084356546401978,-42.49710464477539,0.0
31,1.2107614278793335,0.711593747138977,5e-07,0.6886,-38.18203353881836,-36.25824737548828,-0.046978309750556946,-0.03635922819375992,31,12.9197416305542,-36.61167907714844,-0.010619079694151878,0.1,32,789.098511826,1735668937.7657027,0.711593747138977,-38.632225036621094,0.0
32,1.8071004152297974,0.6840760707855225,4.982142857142857e-07,0.6877,-44.59650421142578,-43.4114990234375,-0.06624522805213928,0.018581246957182884,32,14.454524040222168,-43.90276336669922,-0.08482646942138672,0.11,33,813.383494223,1735668962.0079775,0.6840760707855225,-45.20056915283203,0.75
33,1.6038480997085571,0.6717818379402161,4.964285714285715e-07,0.6854,-45.1296501159668,-46.23847961425781,-0.030396342277526855,0.0437902957201004,33,14.827831268310547,-46.88138198852539,-0.07418663799762726,0.11,34,837.595515806,1735668986.2204201,0.6717818379402161,-45.93431091308594,0.75
34,1.3553862571716309,0.6830758452415466,4.946428571428571e-07,0.6862,-38.50482177734375,-37.32018280029297,-0.049878887832164764,0.020577386021614075,34,14.068385124206543,-37.78437042236328,-0.07045626640319824,0.11,35,861.639522122,1735669010.2718065,0.6830758452415466,-39.11187744140625,0.5
35,1.477431058883667,0.6844621300697327,4.928571428571429e-07,0.6937,-42.31880187988281,-44.42408752441406,-0.06686830520629883,0.01790604554116726,35,15.113972663879395,-45.16208267211914,-0.08477435261011124,0.12,36,885.887469277,1735669034.5111084,0.6844621300697327,-43.048919677734375,0.5
36,1.309812307357788,0.6946826577186584,4.910714285714285e-07,0.6929,-39.51824951171875,-46.32884979248047,-0.1011384055018425,-0.0019238758832216263,36,15.034103393554688,-47.09400177001953,-0.09921453148126602,0.12,37,910.211570375,1735669058.8408396,0.6946826577186584,-40.294349670410156,0.25
37,1.676020860671997,0.6940781474113464,4.892857142857142e-07,0.6991,-37.069393157958984,-40.081878662109375,-0.07109744846820831,-0.001698753796517849,37,14.092999458312988,-40.856422424316406,-0.06939869374036789,0.12,38,934.403544267,1735669083.0331705,0.6940781474113464,-37.728363037109375,0.5
38,1.9039182662963867,0.6828786730766296,4.875e-07,0.696,-47.3856086730957,-44.426612854003906,-0.05050096660852432,0.020833302289247513,38,15.885143280029297,-45.167720794677734,-0.07133427262306213,0.12,39,958.787464204,1735669107.410111,0.6828786730766296,-48.07481002807617,0.75
39,1.7318212985992432,0.7063174247741699,4.857142857142857e-07,0.7068,-44.084434509277344,-52.22135925292969,-0.08707404136657715,-0.024419212713837624,39,16.176111221313477,-53.21099853515625,-0.06265483051538467,0.13,40,983.107528156,1735669131.731944,0.7063174247741699,-44.809226989746094,0.5
40,1.3121882677078247,0.7018309831619263,4.839285714285714e-07,0.6944,-35.57514190673828,-39.41994094848633,-0.05467865616083145,-0.01707150787115097,40,13.959144592285156,-39.99462127685547,-0.03760714828968048,0.13,41,1007.151460826,1735669155.784246,0.7018309831619263,-36.1298828125,0.25
41,1.8008350133895874,0.6806839108467102,4.821428571428571e-07,0.6849,-44.136512756347656,-42.52455139160156,-0.07963891327381134,0.02522463910281658,41,15.279529571533203,-43.229244232177734,-0.10486355423927307,0.13,42,1031.311551117,1735669179.935238,0.6806839108467102,-45.00950241088867,0.75
42,1.7026314735412598,0.6848580837249756,4.803571428571429e-07,0.6886,-43.75967025756836,-41.71821212768555,-0.06655273586511612,0.016799069941043854,42,15.089300155639648,-42.4766731262207,-0.08335180580615997,0.14,43,1055.639568912,1735669204.2678967,0.6848580837249756,-44.6141471862793,0.5
43,1.3278100490570068,0.6924614310264587,4.785714285714286e-07,0.6892,-54.830177307128906,-50.22382354736328,-0.07951641082763672,0.0017518037930130959,43,16.877904891967773,-51.21459197998047,-0.08126822113990784,0.14,44,1079.771506172,1735669228.4037952,0.6924614310264587,-55.91041564941406,0.75
44,2.1354246139526367,0.7062729597091675,4.767857142857143e-07,0.689,-42.8701171875,-49.164772033691406,-0.1414318084716797,-0.025814099237322807,44,16.06104278564453,-50.1153564453125,-0.11561770737171173,0.14,45,1103.987492443,1735669252.6087685,0.7062729597091675,-43.910736083984375,0.25
45,1.670137643814087,0.6906700730323792,4.7499999999999995e-07,0.688,-47.93848419189453,-48.72425842285156,-0.07650251686573029,0.005506301298737526,45,16.313182830810547,-49.80126190185547,-0.08200881630182266,0.15,46,1128.259496694,1735669276.8806224,0.6906700730323792,-49.12913513183594,0.25
46,1.2283923625946045,0.6619577407836914,4.732142857142857e-07,0.6769,-58.476322174072266,-55.15492248535156,-0.050882983952760696,0.06377928704023361,46,18.488656997680664,-56.09931182861328,-0.1146622747182846,0.15,47,1152.447583926,1735669301.0798542,0.6619577407836914,-59.760398864746094,1.0
47,1.419247031211853,0.6669672727584839,4.714285714285714e-07,0.6813,-44.88370895385742,-40.75218963623047,-0.05330610275268555,0.05402565374970436,47,14.737114906311035,-41.80127716064453,-0.10733175277709961,0.15,48,1176.631471358,1735669325.2598534,0.6669672727584839,-46.177459716796875,0.75
48,1.8470816612243652,0.6868681907653809,4.6964285714285714e-07,0.6976,-64.15753173828125,-46.12364959716797,-0.1136358231306076,0.01358065940439701,48,16.95123863220215,-47.516929626464844,-0.12721648812294006,0.16,49,1201.071515348,1735669349.7053828,0.6868681907653809,-65.47293853759766,0.25
49,1.3380094766616821,0.6741337180137634,4.6785714285714283e-07,0.6915,-39.81898498535156,-33.77066421508789,-0.09162946045398712,0.038593340665102005,49,13.369795799255371,-34.762020111083984,-0.13022279739379883,0.16,50,1225.427535873,1735669374.0602286,0.6741337180137634,-40.85194778442383,1.0
50,1.674116611480713,0.7106975317001343,4.660714285714286e-07,0.7022,-42.97382354736328,-35.843994140625,-0.20192348957061768,-0.03461641073226929,50,14.322037696838379,-36.971160888671875,-0.16730709373950958,0.16,51,1249.739709936,1735669398.3630722,0.7106975317001343,-43.92888641357422,0.0
51,1.3778889179229736,0.6825223565101624,4.6428571428571427e-07,0.6888,-50.597816467285156,-38.637325286865234,-0.0832650437951088,0.021921372041106224,51,15.587477684020996,-39.619808197021484,-0.10518641769886017,0.17,52,1273.791547439,1735669422.415779,0.6825223565101624,-51.67577362060547,0.75
52,2.0820300579071045,0.6808830499649048,4.625e-07,0.6856,-41.24723434448242,-40.701385498046875,-0.14504188299179077,0.02585005573928356,52,14.56158447265625,-41.57078552246094,-0.17089194059371948,0.17,53,1298.035520316,1735669446.6668723,0.6808830499649048,-42.281097412109375,0.75
53,1.3952397108078003,0.689750611782074,4.6071428571428566e-07,0.6947,-38.34272766113281,-40.59992980957031,-0.11469149589538574,0.008019985631108284,53,14.486395835876465,-41.74990463256836,-0.12271147966384888,0.17,54,1322.075503086,1735669470.696752,0.689750611782074,-39.46891784667969,0.5
54,1.6113595962524414,0.6795342564582825,4.589285714285714e-07,0.6875,-33.03881072998047,-32.477291107177734,-0.10007486492395401,0.028361855074763298,54,13.051403045654297,-33.301109313964844,-0.12843671441078186,0.18,55,1346.099531435,1735669494.7310023,0.6795342564582825,-33.99187469482422,0.5
55,1.363308072090149,0.6990536451339722,4.571428571428571e-07,0.6812,-45.88304138183594,-42.105224609375,-0.1190199926495552,-0.011447797529399395,55,16.246366500854492,-43.3764533996582,-0.10757219791412354,0.18,56,1370.431534873,1735669519.0660455,0.6990536451339722,-47.413185119628906,0.5
56,1.57798433303833,0.6682628393173218,4.5535714285714285e-07,0.686,-42.42888641357422,-46.72469711303711,-0.08998312801122665,0.0505673885345459,56,15.664806365966797,-47.92176055908203,-0.14055052399635315,0.18,57,1394.55152997,1735669543.1784809,0.6682628393173218,-43.782962799072266,1.0
57,1.2871228456497192,0.7276389598846436,4.5357142857142854e-07,0.6949,-46.2403450012207,-42.49835968017578,-0.12982037663459778,-0.06763551384210587,57,15.42613410949707,-44.05780792236328,-0.062184859067201614,0.19,58,1418.839486724,1735669567.4624407,0.7276389598846436,-47.775054931640625,0.0
58,1.895897626876831,0.6841558218002319,4.517857142857143e-07,0.6794,-47.362709045410156,-37.17578887939453,-0.14900703728199005,0.018193725496530533,58,15.183399200439453,-38.25833511352539,-0.16720075905323029,0.19,59,1443.242660496,1735669591.909863,0.6841558218002319,-48.73025131225586,0.75
59,1.6538342237472534,0.7054644227027893,4.5e-07,0.687,-41.22955322265625,-35.71348571777344,-0.20733249187469482,-0.0242448803037405,59,14.439994812011719,-37.32794189453125,-0.18308761715888977,0.19,60,1467.467479041,1735669616.089087,0.7054644227027893,-42.978477478027344,0.5
60,1.5766490697860718,0.6938591003417969,4.482142857142857e-07,0.6838,-45.10853576660156,-40.79728317260742,-0.1362808644771576,0.002149118110537529,60,15.224343299865723,-42.110538482666016,-0.13842998445034027,0.2,61,1491.635502918,1735669640.2680776,0.6938591003417969,-46.63331604003906,0.75
61,1.8547210693359375,0.6712123155593872,4.464285714285714e-07,0.7004,-51.5304069519043,-44.837425231933594,-0.15049773454666138,0.04464452713727951,61,16.508548736572266,-46.70953369140625,-0.1951422393321991,0.2,62,1515.695525753,1735669664.3311868,0.6712123155593872,-53.281490325927734,1.0
62,1.6910147666931152,0.7073090076446533,4.446428571428571e-07,0.6823,-40.375572204589844,-42.26187515258789,-0.1531476527452469,-0.02375735342502594,62,14.157364845275879,-43.494590759277344,-0.12939029932022095,0.2,63,1539.903553322,1735669688.531865,0.7073090076446533,-41.842891693115234,0.5
63,1.8162504434585571,0.6631468534469604,4.428571428571428e-07,0.6845,-46.133426666259766,-51.011627197265625,-0.13322465121746063,0.06609289348125458,63,15.918617248535156,-52.691097259521484,-0.1993175446987152,0.21,64,1564.083552941,1735669712.7116845,0.6631468534469604,-48.014034271240234,0.75
64,1.8407230377197266,0.7274408936500549,4.4107142857142855e-07,0.6827,-37.22776794433594,-31.668668746948242,-0.2438688576221466,-0.06405690312385559,64,13.869014739990234,-33.03944396972656,-0.17981195449829102,0.21,65,1588.227481288,1735669736.8603933,0.7274408936500549,-38.836578369140625,0.5
65,1.8345128297805786,0.6965271234512329,4.3928571428571425e-07,0.6939,-43.330230712890625,-37.8875732421875,-0.19724635779857635,-0.006396197248250246,65,14.772705078125,-39.75612258911133,-0.190850168466568,0.21,66,1612.643514817,1735669761.2665572,0.6965271234512329,-45.197601318359375,0.5
66,1.3609004020690918,0.6925510168075562,4.375e-07,0.6843,-37.25596618652344,-46.544677734375,-0.10183405876159668,0.002018159255385399,66,14.876293182373047,-47.817283630371094,-0.10385221987962723,0.21,67,1636.947811026,1735669785.6150687,0.6925510168075562,-38.71148681640625,0.25
67,1.6294671297073364,0.6612462997436523,4.357142857142857e-07,0.6714,-47.33544921875,-43.27947998046875,-0.15218743681907654,0.06668248027563095,67,15.305421829223633,-44.83631896972656,-0.21886992454528809,0.22,68,1661.031545301,1735669809.664865,0.6612462997436523,-49.36090850830078,1.0
68,1.505411982536316,0.6946973204612732,4.3392857142857143e-07,0.6863,-53.77919006347656,-34.57579803466797,-0.18762464821338654,-0.0012829117476940155,68,16.44989585876465,-36.40737533569336,-0.18634173274040222,0.22,69,1685.151458685,1735669833.7736442,0.6946973204612732,-55.771541595458984,0.5
69,1.5718191862106323,0.7020034790039062,4.3214285714285713e-07,0.6975,-48.95387649536133,-43.98058319091797,-0.20732960104942322,-0.016879556700587273,69,16.71390151977539,-45.989784240722656,-0.1904500424861908,0.22,70,1709.087512804,1735669857.719369,0.7020034790039062,-50.908470153808594,0.25
70,1.2820959091186523,0.7140060067176819,4.303571428571429e-07,0.6849,-42.69728088378906,-37.02803039550781,-0.18786269426345825,-0.039504606276750565,70,14.84676742553711,-38.60838317871094,-0.1483580768108368,0.23,71,1733.223528072,1735669881.854127,0.7140060067176819,-44.46382141113281,0.5
71,1.3793166875839233,0.6693912148475647,4.285714285714285e-07,0.6904,-60.015480041503906,-52.70307540893555,-0.22232785820960999,0.05004652962088585,71,16.72025489807129,-54.780311584472656,-0.27237439155578613,0.23,72,1757.407504593,1735669906.028598,0.6693912148475647,-62.179832458496094,0.75
72,1.5455771684646606,0.6476666927337646,4.2678571428571426e-07,0.6886,-43.40091323852539,-40.635257720947266,-0.21072779595851898,0.10083332657814026,72,16.432174682617188,-42.59858703613281,-0.31156110763549805,0.23,73,1781.663516973,1735669930.284798,0.6476666927337646,-45.49530029296875,0.75
73,1.216034173965454,0.678753137588501,4.2499999999999995e-07,0.6894,-34.57453155517578,-29.47930908203125,-0.07851023226976395,0.030132750049233437,73,13.578743934631348,-30.722293853759766,-0.10864298790693283,0.24,74,1805.899524656,1735669954.5319753,0.678753137588501,-35.90896224975586,0.75
74,1.5166902542114258,0.6687021255493164,4.232142857142857e-07,0.6612,-44.0505256652832,-38.89447784423828,-0.15962839126586914,0.051526062190532684,74,15.106148719787598,-40.70604705810547,-0.21115446090698242,0.24,75,1829.983498408,1735669978.6065714,0.6687021255493164,-46.52386474609375,0.75
75,1.669748067855835,0.6928110718727112,4.214285714285714e-07,0.689,-43.483863830566406,-46.14858627319336,-0.16179370880126953,0.0008147247135639191,75,15.244964599609375,-47.95722579956055,-0.16260842978954315,0.24,76,1854.211524786,1735670002.8447628,0.6928110718727112,-45.394432067871094,0.5
76,1.5740220546722412,0.6718027591705322,4.1964285714285714e-07,0.6587,-43.25668716430664,-35.1755485534668,-0.23638096451759338,0.04460630565881729,76,14.346739768981934,-37.26588439941406,-0.2809872627258301,0.25,77,1878.375516937,1735670027.0084276,0.6718027591705322,-46.089725494384766,0.75
77,1.1475348472595215,0.6533612012863159,4.1785714285714283e-07,0.663,-47.9090461730957,-37.64198684692383,-0.07444348931312561,0.08277573436498642,77,16.056663513183594,-39.216773986816406,-0.15721923112869263,0.25,78,1902.479561549,1735670051.10731,0.6533612012863159,-50.13555908203125,0.75
78,1.3955224752426147,0.6679991483688354,4.160714285714286e-07,0.685,-46.34299087524414,-37.95988464355469,-0.1592014729976654,0.05413536727428436,78,14.818214416503906,-40.30072784423828,-0.21333685517311096,0.25,79,1927.603479233,1735670076.2371042,0.6679991483688354,-48.885963439941406,0.75
79,1.5855062007904053,0.6966581344604492,4.142857142857143e-07,0.6728,-43.19144821166992,-33.19256591796875,-0.21770444512367249,-0.0036183632910251617,79,15.365768432617188,-35.232276916503906,-0.21408608555793762,0.26,80,1951.669888547,1735670100.3372064,0.6966581344604492,-45.73360061645508,0.75
80,1.5733187198638916,0.6835125088691711,4.1249999999999997e-07,0.6844,-42.04094696044922,-41.29143142700195,-0.13188856840133667,0.0201603714376688,80,15.497112274169922,-43.734405517578125,-0.15204894542694092,0.26,81,1975.875486415,1735670124.5001333,0.6835125088691711,-44.71703338623047,0.5
81,1.806593656539917,0.6521974802017212,4.1071428571428566e-07,0.675,-36.829444885253906,-41.830238342285156,-0.21682101488113403,0.10145795345306396,81,15.046652793884277,-43.85396957397461,-0.318278968334198,0.26,82,2000.063474515,1735670148.6895208,0.6521974802017212,-39.290496826171875,0.75
82,1.7820063829421997,0.7000764012336731,4.089285714285714e-07,0.6761,-46.47919845581055,-35.33485412597656,-0.2521374821662903,-0.009594403207302094,82,14.21483325958252,-37.2122688293457,-0.2425430864095688,0.27,83,2024.219493912,1735670172.852724,0.7000764012336731,-48.726417541503906,0.5
83,1.4629448652267456,0.6862138509750366,4.071428571428571e-07,0.6674,-52.614036560058594,-37.07207107543945,-0.19490084052085876,0.016174491494894028,83,16.132503509521484,-39.21256637573242,-0.2110753208398819,0.27,84,2048.20744093,1735670196.8306692,0.6862138509750366,-55.28895568847656,0.25
84,1.9075108766555786,0.6825482845306396,4.0535714285714285e-07,0.6725,-53.55897903442383,-45.12714385986328,-0.24810820817947388,0.026518631726503372,84,17.39252471923828,-47.46424102783203,-0.27462682127952576,0.27,85,2072.395558391,1735670221.0231273,0.6825482845306396,-56.35955047607422,0.75
85,1.3263846635818481,0.7069430351257324,4.0357142857142854e-07,0.7023,-47.33306884765625,-45.202880859375,-0.28880056738853455,-0.02667553722858429,85,16.192703247070312,-47.806610107421875,-0.26212501525878906,0.28,86,2096.547538081,1735670245.1818025,0.7069430351257324,-49.77302169799805,0.25
86,1.630061149597168,0.6671574115753174,4.017857142857143e-07,0.7178,-44.70807647705078,-42.69255065917969,-0.2903763949871063,0.05541061609983444,86,16.235774993896484,-45.24043655395508,-0.345786988735199,0.28,87,2120.887550584,1735670269.5152931,0.6671574115753174,-46.813758850097656,0.5
87,1.8525503873825073,0.6650446653366089,4e-07,0.6824,-54.56675720214844,-60.02490997314453,-0.25386181473731995,0.0618465431034565,87,18.784914016723633,-62.97721862792969,-0.31570833921432495,0.28,88,2144.927486989,1735670293.5561974,0.6650446653366089,-57.77745819091797,0.75
88,1.7856022119522095,0.6652705669403076,3.982142857142857e-07,0.6687,-34.867515563964844,-29.208654403686523,-0.1283738613128662,0.057083841413259506,88,13.620348930358887,-30.553512573242188,-0.18545770645141602,0.29,89,2169.047542659,1735670317.6802633,0.6652705669403076,-36.72538757324219,0.75
89,1.7995437383651733,0.6735087633132935,3.9642857142857137e-07,0.6971,-39.80101013183594,-39.52684020996094,-0.23101887106895447,0.0421580895781517,89,14.342235565185547,-41.91629409790039,-0.27317696809768677,0.29,90,2193.211517504,1735670341.8333852,0.6735087633132935,-42.161216735839844,0.75
90,1.8446038961410522,0.6538704037666321,3.946428571428571e-07,0.677,-44.89472961425781,-35.38351058959961,-0.14973431825637817,0.08193126320838928,90,15.702027320861816,-37.91026306152344,-0.23166556656360626,0.29,91,2217.448679378,1735670366.1159525,0.6538704037666321,-47.789817810058594,0.75
91,1.3321928977966309,0.6730012893676758,3.928571428571428e-07,0.6966,-39.692989349365234,-32.1351432800293,-0.22841636836528778,0.04600486159324646,91,15.123736381530762,-34.52349090576172,-0.27442121505737305,0.29,92,2241.595608599,1735670390.2292387,0.6730012893676758,-42.05769348144531,0.75
92,1.7117676734924316,0.6629148721694946,3.9107142857142856e-07,0.6879,-42.58741760253906,-42.27920913696289,-0.2942294776439667,0.06340079009532928,92,15.84237003326416,-45.136898040771484,-0.35763025283813477,0.3,93,2265.831555165,1735670414.453533,0.6629148721694946,-45.56874084472656,0.75
93,1.3850497007369995,0.7046236395835876,3.8928571428571425e-07,0.6772,-39.94279861450195,-49.12214660644531,-0.13072696328163147,-0.017490442842245102,93,15.406038284301758,-51.08502960205078,-0.11323651671409607,0.3,94,2290.055491595,1735670438.680094,0.7046236395835876,-42.27804946899414,0.5
94,1.138925313949585,0.6741667985916138,3.875e-07,0.6644,-45.39187240600586,-36.84508514404297,-0.19739070534706116,0.038587480783462524,94,15.081443786621094,-39.28743362426758,-0.23597818613052368,0.3,95,2314.071505577,1735670462.7059243,0.6741667985916138,-48.4643669128418,1.0
