,_step,train/logps/rejected,train/grad_norm,train/epoch,train/ref_logps/rejected,train/rewards/rejected,train/rewards/accuracies,train/losses/total,_runtime,train/loss,train/logps/chosen,train/losses/sft,_timestamp,train/losses/dpo,train/ref_logps/chosen,train/rewards/margins,train/global_step,train/learning_rate,train/rewards/chosen
92,92,-56.275238037109375,13.585114479064941,0.18,-54.49008560180664,-0.20192959904670715,1.0,0.6436664462089539,749.633497666,0.6661,-47.10411071777344,1.5258398056030273,1769714236.6673183,0.6436664462089539,-45.89155578613281,0.10297111421823502,93,4.579831932773109e-07,-0.09895848482847214
93,93,-46.550262451171875,11.797310829162598,0.18,-45.084564208984375,-0.12385586649179459,0.25,0.7037703394889832,757.52447853,0.6786,-41.86235809326172,1.579033613204956,1769714244.5557988,0.7037703394889832,-40.7098503112793,-0.020933231338858604,94,4.5693277310924364e-07,-0.14478909969329834
94,94,-46.275665283203125,11.659896850585938,0.18,-44.94144058227539,-0.10959689319133759,0.75,0.6849042177200317,765.269192839,0.6803,-33.68621826171875,1.6190838813781738,1769714252.3357732,0.6849042177200317,-32.633338928222656,0.01800009235739708,95,4.5588235294117646e-07,-0.0915968045592308
95,95,-45.84180450439453,12.683457374572754,0.18,-44.417091369628906,-0.20451107621192932,0.5,0.695034384727478,773.35550781,0.6958,-48.41374969482422,1.8102478981018066,1769714260.3856695,0.695034384727478,-46.96141815185547,-0.0031834598630666733,96,4.5483193277310923e-07,-0.20769453048706055
96,96,-36.86293029785156,11.33655071258545,0.18,-35.72377395629883,-0.11506175994873047,0.75,0.6840595006942749,781.268518059,0.6977,-35.442115783691406,1.4399347305297852,1769714268.3102822,0.6840595006942749,-34.23728942871094,0.01958073489367962,97,4.53781512605042e-07,-0.0954810306429863
97,97,-53.11151885986328,12.623114585876465,0.19,-51.642066955566406,-0.14681053161621094,0.5,0.6823160648345947,789.058467659,0.6838,-38.23428726196289,1.3796734809875488,1769714276.088909,0.6823160648345947,-36.992431640625,0.0259738489985466,98,4.5273109243697476e-07,-0.12083669006824493
98,98,-48.743492126464844,12.682924270629883,0.19,-47.056732177734375,-0.177901029586792,0.75,0.6653314232826233,796.693340864,0.6925,-46.232177734375,1.3399806022644043,1769714283.7599454,0.6653314232826233,-44.583377838134766,0.05917751416563988,99,4.5168067226890753e-07,-0.11872352659702301
99,99,-42.53694534301758,11.048164367675781,0.19,-40.92105484008789,-0.2868150472640991,1.0,0.6029242277145386,804.666506387,0.6814,-35.72114562988281,1.204030156135559,1769714291.6960852,0.6029242277145386,-34.385581970214844,0.1932552456855774,100,4.506302521008403e-07,-0.09355978667736053
100,100,-48.61717987060547,12.214383125305176,0.19,-46.844078063964844,-0.18072280287742615,0.75,0.6810442209243774,812.361498224,0.6845,-47.21855545043945,1.8332312107086182,1769714299.3988042,0.6810442209243774,-45.651702880859375,0.025681637227535248,101,4.495798319327731e-07,-0.1550411581993103
101,101,-50.43327331542969,11.19987964630127,0.19,-48.90972900390625,-0.221455380320549,0.75,0.6565110683441162,820.086479443,0.6712,-35.19655990600586,1.8834013938903809,1769714307.121208,0.6565110683441162,-34.1495361328125,0.07675367593765259,102,4.485294117647059e-07,-0.14470170438289642
102,102,-47.24894332885742,12.103605270385742,0.19,-45.37539291381836,-0.2440984696149826,0.75,0.6575438380241394,827.948435737,0.6802,-45.30695343017578,1.846156358718872,1769714314.9891326,0.6575438380241394,-43.72874069213867,0.07560490816831589,103,4.4747899159663865e-07,-0.16849356889724731
103,103,-44.42449951171875,11.91142749786377,0.2,-42.849815368652344,-0.16536541283130646,0.75,0.6878876686096191,835.883623905,0.6767,-37.610015869140625,1.6146193742752075,1769714322.9501736,0.6878876686096191,-36.38821029663086,0.011404260993003845,104,4.464285714285714e-07,-0.1539611518383026
104,104,-45.687591552734375,11.954565048217773,0.2,-43.76463317871094,-0.15071409940719604,0.5,0.698387622833252,843.798448772,0.6777,-38.73529052734375,0.9867789149284363,1769714330.8389444,0.698387622833252,-37.168609619140625,-0.00981444213539362,105,4.453781512605042e-07,-0.1605285406112671
105,105,-46.75244140625,12.055386543273926,0.2,-44.87808609008789,-0.18491512537002563,0.25,0.6851442456245422,851.743456825,0.682,-43.05807113647461,1.6828404664993286,1769714338.7779038,0.6851442456245422,-41.441524505615234,0.01877894066274166,106,4.4432773109243695e-07,-0.16613617539405823
106,106,-41.27520751953125,12.239264488220215,0.2,-39.68635940551758,-0.18508192896842957,0.75,0.6380412578582764,859.568469985,0.6727,-31.4490966796875,1.0221272706985474,1769714346.608374,0.6380412578582764,-30.298200607299805,0.11562587320804596,107,4.432773109243697e-07,-0.0694560706615448
107,107,-48.252899169921875,12.397085189819336,0.2,-46.2593994140625,-0.12389402091503143,0.0,0.7469024658203125,867.419590616,0.6854,-40.7482795715332,1.6894328594207764,1769714354.4861624,0.7469024658203125,-38.96656799316406,-0.10378995537757874,108,4.422268907563025e-07,-0.22768397629261017
108,108,-47.347259521484375,12.185006141662598,0.21,-45.4687614440918,-0.15036648511886597,0.25,0.75108402967453,875.289185424,0.6941,-42.24653625488281,1.8665851354599,1769714362.355804,0.75108402967453,-40.43058776855469,-0.11004071682691574,109,4.4117647058823526e-07,-0.2604072093963623
109,109,-43.35955047607422,11.675230026245117,0.21,-41.493289947509766,-0.1550021469593048,0.5,0.6857500076293945,883.032464313,0.6728,-35.770755767822266,1.3294165134429932,1769714370.0659661,0.6857500076293945,-34.35215377807617,0.015279602259397507,110,4.40126050420168e-07,-0.139722540974617
110,110,-51.387054443359375,11.571822166442871,0.21,-49.09803009033203,-0.1900140941143036,0.75,0.6625875234603882,890.858596588,0.6715,-40.765869140625,1.5679869651794434,1769714377.8992813,0.6625875234603882,-39.00128173828125,0.06917548179626465,111,4.390756302521008e-07,-0.12083859741687775
111,111,-43.025421142578125,12.847929000854492,0.21,-41.00349426269531,-0.15746235847473145,0.25,0.7101383209228516,898.579403339,0.6876,-45.253501892089844,1.6358256340026855,1769714385.6176605,0.7101383209228516,-43.39552307128906,-0.03306460753083229,112,4.380252100840336e-07,-0.19052696228027344
112,112,-45.936683654785156,11.531020164489746,0.21,-44.01679229736328,-0.1054716557264328,0.5,0.687061071395874,906.484831176,0.6862,-39.6810417175293,1.2298823595046997,1769714393.5514424,0.687061071395874,-37.958797454833984,0.013662431389093399,113,4.369747899159664e-07,-0.0918092280626297
113,113,-44.64886474609375,12.147744178771973,0.22,-42.75532531738281,-0.10637085884809494,0.25,0.6941452026367188,914.211470605,0.6702,-35.23857879638672,1.3142180442810059,1769714401.2405095,0.6941452026367188,-33.86078643798828,-0.00021841097623109818,114,4.3592436974789914e-07,-0.10658927261829376
114,114,-41.76173400878906,11.812464714050293,0.22,-39.837100982666016,-0.17948874831199646,0.5,0.6772583723068237,921.969429185,0.679,-37.042724609375,1.6537727117538452,1769714409.0052173,0.6772583723068237,-35.44707489013672,0.03474386781454086,115,4.348739495798319e-07,-0.1447448879480362
115,115,-42.531761169433594,11.164719581604004,0.22,-40.69853210449219,-0.13767388463020325,0.75,0.6611061692237854,929.874468258,0.6723,-36.863853454589844,1.2849128246307373,1769714416.9089732,0.6611061692237854,-35.47833251953125,0.06739721447229385,116,4.338235294117647e-07,-0.0702766627073288
116,116,-42.78887176513672,11.931833267211914,0.22,-40.51097106933594,-0.11256897449493408,0.5,0.7139202952384949,937.639306039,0.673,-41.45520782470703,1.3646398782730103,1769714424.7058568,0.7139202952384949,-39.627479553222656,-0.03775879740715027,117,4.327731092436975e-07,-0.15032777190208435
117,117,-40.147769927978516,11.948956489562988,0.22,-38.19049072265625,-0.07428796589374542,0.25,0.738503098487854,945.677477019,0.6889,-47.24370574951172,1.451488971710205,1769714432.7128272,0.738503098487854,-45.44935989379883,-0.08326496928930283,118,4.3172268907563027e-07,-0.15755292773246765
118,118,-53.20138931274414,11.927624702453613,0.22,-51.04671859741211,-0.06044502183794975,0.0,0.764557957649231,953.280521337,0.6687,-39.224395751953125,1.4301091432571411,1769714440.3180223,0.764557957649231,-37.624794006347656,-0.1355677843093872,119,4.3067226890756303e-07,-0.19601279497146606
119,119,-50.29707336425781,12.605183601379395,0.23,-47.83539581298828,-0.15672951936721802,0.5,0.7118229269981384,961.045539669,0.6856,-45.965179443359375,1.5455007553100586,1769714448.075837,0.7118229269981384,-43.742835998535156,-0.0305350162088871,120,4.2962184873949575e-07,-0.18726453185081482
120,120,-42.07905578613281,12.173117637634277,0.23,-39.589752197265625,-0.2773723900318146,0.25,0.7060281038284302,968.781116439,0.6587,-43.61287307739258,1.8213123083114624,1769714455.8477159,0.7060281038284302,-41.921791076660156,-0.02153669483959675,121,4.285714285714285e-07,-0.298909068107605
121,121,-52.24997329711914,12.63144302368164,0.23,-49.553932189941406,-0.28046852350234985,1.0,0.6380667686462402,976.465462887,0.667,-44.42035675048828,1.3711048364639282,1769714463.495364,0.6380667686462402,-42.3489990234375,0.11651726067066193,122,4.275210084033613e-07,-0.16395127773284912
122,122,-43.01616668701172,12.113028526306152,0.23,-40.80936050415039,-0.2103007733821869,0.5,0.7066127061843872,984.199445912,0.6884,-37.281429290771484,1.373698115348816,1769714471.2419803,0.7066127061843872,-35.23762512207031,-0.02415834181010723,123,4.264705882352941e-07,-0.23445913195610046
123,123,-33.62511444091797,11.066822052001953,0.23,-31.62598991394043,-0.32319360971450806,0.75,0.6409504413604736,991.745448706,0.6932,-34.52281188964844,1.4013322591781616,1769714478.781228,0.6409504413604736,-32.5810546875,0.11150985956192017,124,4.2542016806722687e-07,-0.2116837501525879
124,124,-49.81904220581055,12.476542472839355,0.24,-47.24275207519531,-0.2249426543712616,0.75,0.6706722974777222,999.588695319,0.6834,-43.16128921508789,1.6072237491607666,1769714486.6552954,0.6706722974777222,-40.86170959472656,0.04958501085639,125,4.2436974789915964e-07,-0.1753576546907425
125,125,-53.42250061035156,13.921897888183594,0.24,-50.77122497558594,-0.17859764397144318,0.25,0.6626267433166504,1007.110443478,0.6918,-44.47574234008789,1.1749683618545532,1769714494.1397767,0.6626267433166504,-41.93873977661133,0.07009558379650116,126,4.233193277310924e-07,-0.10850205272436142
126,126,-49.56849670410156,11.92277717590332,0.24,-47.11716079711914,-0.23005172610282898,0.5,0.6845612525939941,1014.829430357,0.6679,-38.82460403442383,1.5369592905044556,1769714501.8672063,0.6845612525939941,-36.933502197265625,0.019155971705913544,127,4.2226890756302517e-07,-0.21089576184749603
127,127,-49.95032501220703,12.380989074707031,0.24,-47.293087005615234,-0.3982678949832916,1.0,0.6117244958877563,1022.564458256,0.6623,-41.172393798828125,1.6566880941390991,1769714509.601052,0.6117244958877563,-39.177467346191406,0.17139652371406555,128,4.21218487394958e-07,-0.22687137126922607
128,128,-52.30500411987305,11.510226249694824,0.24,-49.61564254760742,-0.3171349763870239,0.25,0.6850173473358154,1030.312684769,0.6658,-42.15472412109375,1.910433292388916,1769714517.3793015,0.6850173473358154,-40.0787353515625,0.019268080592155457,129,4.2016806722689076e-07,-0.2978668808937073
129,129,-41.55986785888672,10.744661331176758,0.25,-38.95869064331055,-0.1338214874267578,0.25,0.7309989929199219,1062.830149319,0.6708,-32.121849060058594,1.4502829313278198,1769714525.2076285,0.7309989929199219,-30.021305084228516,-0.07108950614929199,130,4.191176470588235e-07,-0.2049109935760498
130,130,-49.684024810791016,12.78124713897705,0.25,-47.02225875854492,-0.21792148053646088,0.75,0.6461483836174011,1062.83159738,0.6626,-40.41584777832031,1.5161470174789429,1769714532.9222372,0.6461483836174011,-38.4316291809082,0.10170336067676544,131,4.180672268907563e-07,-0.11621811985969543
131,131,-43.97677993774414,12.488784790039062,0.25,-41.23366165161133,-0.35554414987564087,0.75,0.6309300661087036,1062.833543899,0.6942,-44.0943489074707,1.419561743736267,1769714540.8650122,0.6309300661087036,-41.45793914794922,0.14395424723625183,132,4.1701680672268906e-07,-0.21158990263938904
132,132,-52.45368194580078,13.226825714111328,0.25,-49.482147216796875,-0.4193084239959717,1.0,0.5953723192214966,1062.834089501,0.6497,-38.33366394042969,1.4883075952529907,1769714548.6247523,0.5953723192214966,-36.32573699951172,0.20834696292877197,133,4.159663865546218e-07,-0.2109614610671997
133,133,-49.36842346191406,12.035557746887207,0.25,-46.22779083251953,-0.19834381341934204,0.75,0.6752442121505737,1069.196507388,0.6435,-36.48370361328125,1.494688630104065,1769714556.2273605,0.6752442121505737,-34.43958282470703,0.056892700493335724,134,4.1491596638655465e-07,-0.14145112037658691
134,134,-56.86121368408203,13.60848617553711,0.26,-53.48374557495117,-0.3581899404525757,0.5,0.6810188293457031,1077.331481824,0.6581,-42.36433410644531,1.5315876007080078,1769714564.3690207,0.6810188293457031,-39.81744384765625,0.04024578630924225,135,4.1386554621848736e-07,-0.31794413924217224
135,135,-43.90727233886719,12.419426918029785,0.26,-41.15715789794922,-0.4160201847553253,1.0,0.5610535144805908,1085.404575978,0.6695,-38.78653335571289,1.2185182571411133,1769714572.433257,0.5610535144805908,-36.61623001098633,0.29346856474876404,136,4.1281512605042013e-07,-0.12255160510540009
136,136,-49.625423431396484,12.012883186340332,0.26,-46.54261779785156,-0.18126818537712097,0.5,0.6911555528640747,1093.646940824,0.6551,-38.91801834106445,1.2224076986312866,1769714580.7135665,0.6911555528640747,-36.69533920288086,0.006330335512757301,137,4.117647058823529e-07,-0.17493784427642822
137,137,-47.61195373535156,11.873129844665527,0.26,-44.59400177001953,-0.1938953399658203,0.5,0.7015554308891296,1101.642484404,0.6585,-38.564300537109375,1.3068848848342896,1769714588.671358,0.7015554308891296,-36.3007926940918,-0.008493561297655106,138,4.1071428571428566e-07,-0.2023889124393463
138,138,-44.65118408203125,12.278921127319336,0.26,-41.37622833251953,-0.22827117145061493,0.25,0.7059773206710815,1109.40647426,0.6614,-42.699363708496094,1.4879024028778076,1769714596.449073,0.7059773206710815,-40.2933349609375,-0.008885279297828674,139,4.096638655462185e-07,-0.2371564507484436
139,139,-48.542884826660156,12.556501388549805,0.26,-45.49152374267578,-0.2257043719291687,0.25,0.7008862495422363,1117.416445343,0.6551,-42.21714782714844,1.407198190689087,1769714604.445919,0.7008862495422363,-40.03878402709961,-0.012755891308188438,140,4.0861344537815125e-07,-0.2384602576494217
140,140,-57.36506652832031,12.853204727172852,0.27,-53.667938232421875,-0.3448690176010132,1.0,0.623091995716095,1125.129112706,0.6398,-43.88629913330078,1.8625898361206055,1769714612.1957283,0.623091995716095,-41.40227127075195,0.14791035652160645,141,4.07563025210084e-07,-0.19695864617824554
141,141,-46.97304916381836,12.454422950744629,0.27,-43.29155731201172,-0.4608916938304901,0.75,0.5607321858406067,1132.821025698,0.6379,-43.44078063964844,1.4194201231002808,1769714619.8875718,0.5607321858406067,-41.12322998046875,0.3244532346725464,142,4.065126050420168e-07,-0.13643845915794373
142,142,-43.147743225097656,12.117783546447754,0.27,-39.875328063964844,-0.4444538354873657,1.0,0.5987004041671753,1140.655474641,0.6707,-39.74339294433594,2.041126012802124,1769714627.6946845,0.5987004041671753,-37.05958557128906,0.2099466323852539,143,4.0546218487394955e-07,-0.23450720310211182
143,143,-42.888511657714844,12.183042526245117,0.27,-39.888858795166016,-0.2574593424797058,0.25,0.7206050753593445,1148.515524713,0.6865,-39.41496276855469,1.5488437414169312,1769714635.5502517,0.7206050753593445,-36.63275146484375,-0.049612775444984436,144,4.044117647058823e-07,-0.30707213282585144
144,144,-48.20231628417969,12.757898330688477,0.27,-44.78642272949219,-0.5800702571868896,0.5,0.6761189103126526,1156.304476416,0.6941,-46.36829376220703,1.6348289251327515,1769714643.338903,0.6761189103126526,-43.05596923828125,0.06061244010925293,145,4.0336134453781514e-07,-0.5194578170776367
145,145,-50.19084167480469,12.241374015808105,0.28,-46.36527633666992,-0.3724973797798157,0.75,0.6570229530334473,1164.15415762,0.6722,-43.81891632080078,1.6374614238739014,1769714651.220717,0.6570229530334473,-40.532958984375,0.0778498649597168,146,4.023109243697479e-07,-0.2946475148200989
146,146,-41.345298767089844,11.260712623596191,0.28,-38.217872619628906,-0.5202199220657349,0.5,0.6520274877548218,1171.841529556,0.6698,-36.15782928466797,1.5599840879440308,1769714658.877625,0.6520274877548218,-33.6227912902832,0.10186171531677246,147,4.0126050420168067e-07,-0.4183582067489624
147,147,-43.83393478393555,11.905816078186035,0.28,-40.58814239501953,-0.1767343282699585,0.5,0.757103443145752,1179.608474333,0.6645,-38.085914611816406,1.8434836864471436,1769714666.6393073,0.757103443145752,-35.57554244995117,-0.09549464285373688,148,4.0021008403361344e-07,-0.2722289562225342
148,148,-52.27632141113281,14.024274826049805,0.28,-47.984371185302734,-0.2673959732055664,0.5,0.6804270148277283,1187.551471878,0.6682,-47.253074645996094,1.1102851629257202,1769714674.5845191,0.6804270148277283,-43.67351531982422,0.051719747483730316,149,3.991596638655462e-07,-0.2156762182712555
149,149,-41.49130630493164,10.478013038635254,0.28,-37.966590881347656,-0.5141913890838623,0.5,0.6710395812988281,1195.27532596,0.6676,-33.05353546142578,1.625120997428894,1769714682.341827,0.6710395812988281,-30.15960121154785,0.05416237562894821,150,3.9810924369747897e-07,-0.4600290060043335
150,150,-45.66056823730469,14.386075973510742,0.29,-42.15507507324219,-0.28370627760887146,0.75,0.6352519989013672,1203.122475613,0.71,-44.84307098388672,1.0831925868988037,1769714690.1662014,0.6352519989013672,-41.19751739501953,0.12772949039936066,151,3.9705882352941174e-07,-0.155976802110672
151,151,-40.09025955200195,11.860357284545898,0.29,-36.6097412109375,-0.33468908071517944,0.75,0.6431461572647095,1211.046485522,0.6647,-34.180389404296875,1.7100104093551636,1769714698.076458,0.6431461572647095,-31.43427276611328,0.10539216548204422,152,3.960084033613445e-07,-0.22929693758487701
152,152,-47.1951789855957,12.543022155761719,0.29,-43.07007598876953,-0.37074780464172363,0.5,0.6586437225341797,1218.729493005,0.6668,-40.71480178833008,1.9025498628616333,1769714705.7592368,0.6586437225341797,-37.32653045654297,0.0793159157037735,153,3.949579831932773e-07,-0.29143190383911133
153,153,-40.69770050048828,12.40297794342041,0.29,-37.79558181762695,-0.27909862995147705,0.75,0.6873713135719299,1226.606043601,0.7076,-37.846012115478516,1.5892914533615112,1769714713.6725962,0.6873713135719299,-34.829105377197266,0.012604597955942154,154,3.9390756302521004e-07,-0.2664940357208252
154,154,-45.07121276855469,12.367260932922363,0.29,-41.85804748535156,-0.31964829564094543,0.5,0.6714080572128296,1234.324482081,0.7147,-39.78789520263672,0.9272569417953491,1769714721.3580828,0.6714080572128296,-36.24673843383789,0.05905374884605408,155,3.928571428571428e-07,-0.26059454679489136
155,155,-41.89826202392578,10.838119506835938,0.29,-38.06852722167969,-0.32543814182281494,1.0,0.6406775712966919,1242.132493432,0.6263,-31.96744155883789,1.4223726987838745,1769714729.1711855,0.6406775712966919,-29.701101303100586,0.11202394962310791,156,3.9180672268907563e-07,-0.21341417729854584
156,156,-50.47846221923828,13.702630996704102,0.3,-46.395301818847656,-0.46478599309921265,1.0,0.6319171190261841,1250.033498295,0.6897,-47.172420501708984,1.2170565128326416,1769714737.0643432,0.6319171190261841,-43.32787322998047,0.13099542260169983,157,3.907563025210084e-07,-0.3337905704975128
157,157,-44.500919342041016,10.847844123840332,0.3,-40.804935455322266,-0.4490286409854889,0.75,0.6023551225662231,1258.038507766,0.6704,-36.7938117980957,1.0874590873718262,1769714745.1050448,0.6023551225662231,-33.71241760253906,0.20645669102668762,158,3.8970588235294116e-07,-0.24257197976112366
158,158,-53.31037139892578,12.157722473144531,0.3,-48.91197967529297,-0.66121506690979,1.0,0.5469648838043213,1265.94656315,0.6295,-38.363006591796875,2.1188175678253174,1769714752.9839196,0.5469648838043213,-35.54145812988281,0.3311689496040344,159,3.8865546218487393e-07,-0.3300460875034332
159,159,-46.819889068603516,12.715655326843262,0.3,-42.83277130126953,-0.4333817660808563,0.75,0.6192615032196045,1273.654495705,0.6833,-40.62561798095703,1.6436065435409546,1769714760.686885,0.6192615032196045,-37.04534149169922,0.16382025182247162,160,3.876050420168067e-07,-0.2695615291595459
160,160,-50.33989715576172,13.401573181152344,0.3,-45.99401092529297,-0.4315161108970642,1.0,0.5967104434967041,1281.322498564,0.6542,-43.037654876708984,1.7543315887451172,1769714768.3546374,0.5967104434967041,-39.702484130859375,0.20971518754959106,161,3.865546218487395e-07,-0.22180095314979553
161,161,-51.400733947753906,12.893338203430176,0.31,-46.870033264160156,-0.6298368573188782,1.0,0.6119725108146667,1288.788089178,0.6763,-45.20954895019531,1.6544135808944702,1769714775.8546586,0.6119725108146667,-41.28062438964844,0.17041517794132233,162,3.855042016806723e-07,-0.45942166447639465
162,162,-47.66046905517578,14.143918991088867,0.31,-43.417877197265625,-0.3763410747051239,0.75,0.6445493698120117,1296.717585409,0.673,-48.79694366455078,1.3743011951446533,1769714783.7516952,0.6445493698120117,-45.14799118041992,0.10557597875595093,163,3.8445378151260505e-07,-0.27076512575149536
163,163,-51.91532897949219,13.19448471069336,0.31,-47.723411560058594,-0.4999481439590454,0.75,0.6298778057098389,1304.289478544,0.7038,-46.9207878112793,1.864059567451477,1769714791.3188927,0.6298778057098389,-42.62743377685547,0.13750725984573364,164,3.834033613445378e-07,-0.36244088411331177
164,164,-45.609901428222656,12.855818748474121,0.31,-41.461143493652344,-0.21625657379627228,0.25,0.8310415744781494,1312.025473662,0.6835,-45.09391784667969,1.801558494567871,1769714799.0575497,0.8310415744781494,-41.3446159362793,-0.25144022703170776,165,3.8235294117647053e-07,-0.46769678592681885
165,165,-53.61020278930664,13.090292930603027,0.31,-49.36527633666992,-0.39612436294555664,0.75,0.6398073434829712,1319.872578762,0.6622,-39.28633117675781,1.3694032430648804,1769714806.9391148,0.6398073434829712,-35.85215759277344,0.11660537123680115,166,3.813025210084033e-07,-0.2795189619064331
166,166,-41.62448501586914,12.317917823791504,0.32,-37.747711181640625,-0.4274120628833771,1.0,0.6024287939071655,1327.67752432,0.6743,-40.17383575439453,1.3640015125274658,1769714814.7196352,0.6024287939071655,-36.77911376953125,0.19479084014892578,167,3.802521008403361e-07,-0.2326212078332901
167,167,-46.06483459472656,13.710753440856934,0.32,-41.901756286621094,-0.38663846254348755,0.25,0.6993305683135986,1335.36948853,0.6695,-40.725868225097656,1.4596655368804932,1769714822.397884,0.6993305683135986,-37.21786117553711,-0.009833298623561859,168,3.792016806722689e-07,-0.3964717388153076
168,168,-50.10945129394531,13.623579978942871,0.32,-45.731529235839844,-0.2461843490600586,0.5,0.7374025583267212,1343.156478798,0.7026,-48.33181381225586,1.2974216938018799,1769714830.184904,0.7374025583267212,-43.920814514160156,-0.08194367587566376,169,3.7815126050420166e-07,-0.32812801003456116
169,169,-49.49386978149414,13.273368835449219,0.32,-45.17108917236328,-0.3411726951599121,0.5,0.6858164072036743,1350.94907161,0.6584,-36.64155960083008,1.5262442827224731,1769714838.0156534,0.6858164072036743,-33.21116256713867,0.016317471861839294,170,3.771008403361344e-07,-0.324855238199234
170,170,-48.73676681518555,14.015175819396973,0.32,-44.1113395690918,-0.5610966682434082,0.75,0.594433069229126,1358.636469865,0.694,-50.36023712158203,1.882269263267517,1769714845.6708117,0.594433069229126,-45.89134216308594,0.22756145894527435,171,3.760504201680672e-07,-0.33353519439697266
171,171,-55.24781799316406,14.759089469909668,0.33,-50.9747200012207,-0.22329367697238922,0.25,0.7268019318580627,1366.477493765,0.6794,-50.24665069580078,1.4401178359985352,1769714853.5051377,0.7268019318580627,-46.37923812866211,-0.06285852938890457,172,3.75e-07,-0.2861522138118744
172,172,-45.351322174072266,12.393732070922852,0.33,-41.456748962402344,-0.32612112164497375,0.5,0.6621146202087402,1374.037491993,0.654,-40.86524200439453,1.258866786956787,1769714861.0665016,0.6621146202087402,-37.971458435058594,0.07804945111274719,173,3.739495798319328e-07,-0.24807167053222656
173,173,-45.34975814819336,15.427898406982422,0.33,-41.59553909301758,-0.24116197228431702,0.0,0.8823397159576416,1382.252479617,0.7062,-51.288116455078125,2.0144646167755127,1769714869.3190231,0.8823397159576416,-47.506160736083984,-0.32192304730415344,174,3.7289915966386554e-07,-0.5630850791931152
174,174,-43.63427734375,12.485779762268066,0.33,-40.606834411621094,-0.4204676151275635,0.5,0.6970533728599548,1390.174553951,0.6995,-38.81018829345703,1.6891647577285767,1769714877.2188175,0.6970533728599548,-35.83003234863281,9.007379412651062e-05,175,3.718487394957983e-07,-0.42037755250930786
175,175,-49.32069778442383,12.912557601928711,0.33,-44.67831802368164,-0.4545666575431824,0.5,0.6639023423194885,1397.908474076,0.6765,-43.30101776123047,1.5800045728683472,1769714884.9429996,0.6639023423194885,-39.33106231689453,0.07659003883600235,176,3.707983193277311e-07,-0.377976655960083
176,176,-49.34112548828125,11.907997131347656,0.33,-44.91419982910156,-0.642737627029419,1.0,0.5227254033088684,1405.594467049,0.6591,-38.3862419128418,1.1531866788864136,1769714892.633397,0.5227254033088684,-34.784549713134766,0.38328683376312256,177,3.6974789915966385e-07,-0.259450763463974
177,177,-47.216064453125,12.447894096374512,0.34,-43.87347412109375,-0.2115536630153656,0.5,0.6921622157096863,1413.590003172,0.7013,-41.58484649658203,1.594087839126587,1769714900.6565647,0.6921622157096863,-38.26664733886719,0.013004235923290253,178,3.6869747899159667e-07,-0.19854944944381714
178,178,-57.812217712402344,14.217873573303223,0.34,-52.977149963378906,-0.43235310912132263,0.5,0.7005457878112793,1421.58835282,0.7081,-52.79862976074219,1.8620071411132812,1769714908.6549547,0.7005457878112793,-47.9411735534668,0.006962541490793228,179,3.6764705882352943e-07,-0.4253905713558197
179,179,-49.283504486083984,13.517788887023926,0.34,-45.115360260009766,-0.3016643822193146,0.25,0.8418377637863159,1429.597512412,0.6823,-55.00849914550781,2.038119077682495,1769714916.6281233,0.8418377637863159,-51.22842025756836,-0.2676604986190796,180,3.6659663865546215e-07,-0.5693248510360718
180,180,-53.48173522949219,12.337514877319336,0.34,-49.02511978149414,-0.44063201546669006,0.75,0.6180229187011719,1437.564493747,0.66,-43.559810638427734,1.356673240661621,1769714924.5985556,0.6180229187011719,-40.03059387207031,0.16479593515396118,181,3.655462184873949e-07,-0.27583611011505127
181,181,-46.64244842529297,12.340441703796387,0.34,-43.54727554321289,-0.30650803446769714,0.5,0.6278253793716431,1445.428555902,0.6442,-36.27275466918945,1.1131495237350464,1769714932.4628615,0.6278253793716431,-34.277427673339844,0.15205144882202148,182,3.644957983193277e-07,-0.15445655584335327
182,182,-47.60638427734375,11.908638000488281,0.35,-43.80400848388672,-0.46980229020118713,0.75,0.6577237248420715,1453.206289351,0.6709,-39.052734375,1.6444202661514282,1769714940.2728827,0.6577237248420715,-35.957645416259766,0.07805369049310684,183,3.6344537815126045e-07,-0.3917486071586609
183,183,-38.42536926269531,12.649369239807129,0.35,-34.93959426879883,-0.21166588366031647,0.75,0.6909589171409607,1460.905510866,0.6827,-42.75758743286133,1.41409432888031,1769714947.9359438,0.6909589171409607,-39.7690544128418,0.03449133783578873,184,3.6239495798319327e-07,-0.17717453837394714
184,184,-42.57978057861328,12.676860809326172,0.35,-38.945472717285156,-0.2610498070716858,0.5,0.6875238418579102,1468.623487247,0.7065,-39.05751037597656,1.5517237186431885,1769714955.6567485,0.6875238418579102,-35.496028900146484,0.012321274727582932,185,3.6134453781512604e-07,-0.24872851371765137
185,185,-47.44660186767578,13.533341407775879,0.35,-43.43706512451172,-0.3479735255241394,0.25,0.7074010372161865,1476.412491197,0.6952,-38.84043884277344,1.2312229871749878,1769714963.4454958,0.7074010372161865,-35.12786102294922,-0.026337333023548126,186,3.602941176470588e-07,-0.37431085109710693
186,186,-40.66035461425781,11.335399627685547,0.35,-36.94282150268555,-0.464362233877182,0.75,0.6650279760360718,1484.666817952,0.6548,-37.51935577392578,1.5548349618911743,1769714971.7333906,0.6650279760360718,-34.731048583984375,0.060249581933021545,187,3.5924369747899157e-07,-0.40411266684532166
